id,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards,artwork_url,style,image_genre,object,color,tone,composition,intro_url
0939,Léon Joseph Florentin Bonnat,French,Academic art,1833/6/20,1922/9/8,89,19th-20th,Gemini,France,Bayonne,Europe,France,Monchy-Saint-Eloi,Painting,Portrait||Religious||Genre,,Self-taught,1,2,https://uploads8.wikiart.org/images/leon-bonnat/an-egyptian-peasant-woman-and-her-child-1870.jpg!PinterestSmall.jpg,Academicism,Portrait,Woman And Child,Earth Tones,Dark,"Vertical, Centralized",https://www.wikiart.org/en/leon-bonnat/an-egyptian-peasant-woman-and-her-child-1870
0940,Lorser Feitelson,American,Hard Edge||American abstract painting,1905/3/12,1905/5/31,0,20th,Pisces,United States,New York,North America,United States,Los Angeles,Painting,Abstract||Figurative,Married,,0,0,https://uploads1.wikiart.org/images/lorser-feitelson/genesis-2-1934.jpg!PinterestSmall.jpg,Surrealism,Still Life,"Shell, Fruit, Mortar And Pestle",Dark Tones With Red And Purple Hues,Dark,Asymmetrical,https://www.wikiart.org/en/lorser-feitelson/genesis-2-1934
0941,Saturnino Herrán Guinchard,Mexican,Catalan modernism,1887/7/9,1918/10/8,31,19th-20th,Cancer,Mexico,Aguascaliente,North America,Mexico,Mexico City,Painting||Drawing||Draftsmanship,Mural||Allegory||Portrait,Married,"Academia de San Carlos, Mexico City, Mexico",1,0,https://uploads2.wikiart.org/images/saturnino-herran/la-cosecha-1909.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Genre Painting,"People, Ox, Corn Stalks",Earth Tones,Warm,"Dynamic, Diagonal",https://www.wikiart.org/en/saturnino-herran/la-cosecha-1909
0942,James Merritt Ives,American,,,,,,,,,,,,Printmaking,,,,0,0,https://uploads6.wikiart.org/images/currier-and-ives/assassination-of-abraham-lincoln-1865.jpg!PinterestSmall.jpg,Romanticism,Historical,People In A Theater Box,Neutral,Dark,Balanced,https://www.wikiart.org/en/currier-and-ives/assassination-of-abraham-lincoln-1865
0943,Maurice Denis,French,Impressionism||Les Nabis||Symbolism||Neo-Classicism,1870/11/25,1943/11/1,72,19th-20th,Sagittarius,France,Granville,Europe,France,Paris,Painting||Decorative Art||Writing,Religious Art||Neo-Classicism||Symbolism,,"Academie Julian, Paris, France",0,0,https://uploads8.wikiart.org/images/maurice-denis/the-offertory-at-calvary.jpg!PinterestSmall.jpg,Post-Impressionism,Religious,"Jesus On The Cross, People",Red,Dark,"Central, Vertical Emphasis",https://www.wikiart.org/en/maurice-denis/the-offertory-at-calvary
0944,Hovsep Pushman,Armenian,,1877/5/9,1966/2/13,88,19th-20th,Taurus,Turkey,Dikranagerd,Europe,United States,New York,Painting,Still life||Portrait,Married,Istanbul's Imperial School of Fine Arts,0,1,https://uploads8.wikiart.org/images/hovsep-pushman/the-sun-s-rays.jpg!PinterestSmall.jpg,Symbolism,Portrait,"Woman, Window",Soft Pastels,Light,"Balanced, Focus On Figure",https://www.wikiart.org/en/hovsep-pushman/the-sun-s-rays
0945,Léon Cogniet,French,,1794/8/29,1880/11/20,86,,Virgo,France,Paris,Europe,France,Paris,Painting,History||Portrait,Married,"Ecole des Beaux-Arts, Paris, France",0,0,https://uploads5.wikiart.org/00266/images/leon-cogniet/cogniet-nicolas-joseph-maison-1771-1840-mv-1168.jpg!PinterestSmall.jpg,Romanticism,Portrait,"Military Uniform, Person",Dark,Neutral,Full-Length Portrait,https://www.wikiart.org/en/leon-cogniet/nicolas-joseph-maison-marechal-de-france-en-1829-1829
0946,Utagawa Kunisada,Japanese,Ukiyo-e,1904/11/20,1865/1/12,-40,20th,Scorpio,Japan,Edo (now Tokyo),Asia,Japan,Edo (now Tokyo),Woodblock printing||Painting,Actor portraits||Portraits of beautiful women||Urban scenes,,"Milan Futurist Group, Lacerba",0,0,https://uploads7.wikiart.org/images/utagawa-kunisada/the-actor-kawarazaki-gonjuro-i-as-osarabakuzo-denji-1859.jpg!PinterestSmall.jpg,Ukiyo-e,Portrait,Person In Costume,Dark Blue,Neutral,Asymmetrical,https://www.wikiart.org/en/utagawa-kunisada/the-actor-kawarazaki-gonjuro-i-as-osarabakuzo-denji-1859
0947,Umberto Boccioni,Italian,Futurism,1882/10/19,1916/8/17,33,19th-20th,Libra,Italy,Reggio Calabri,Europe,Italy,Verona,Painting||Sculpture,,Unmarried,Accademia di Belle Arti di Roma,0,0,https://uploads5.wikiart.org/images/umberto-boccioni/self-portrait-1908.jpg!PinterestSmall.jpg,Divisionism,Portrait,"Person, Buildings",Earth Tones,Neutral,Balanced,https://www.wikiart.org/en/umberto-boccioni/self-portrait-1908
0948,Maurice Brazil Prendergast,American,Post-Impressionism,1858/10/10,1924/2/1,65,19th-20th,Libra,Canada,"St. John's, Newfoundland and Labrador",North America,United States,New York,Painting||Watercolor||Monotype,,Unmarried,Eight,0,0,https://uploads8.wikiart.org/images/maurice-prendergast/grand-canal-venice.jpg!PinterestSmall.jpg,Impressionism,Landscape,"Gondolas, Water, Buildings",Blue,Bright,Dynamic,https://www.wikiart.org/en/maurice-prendergast/grand-canal-venice
0949,Christoffer Wilhelm Eckersberg,,Golden Age of Danish Painting,1783/1/2,1853/7/22,70,,,Denmark,Blakrog,Europe,Denmark,Copenhagen,Painting,Portrait||Landscape||Historical,Widowed,Royal Danish Academy of Art,0,0,https://uploads0.wikiart.org/images/christoffer-wilhelm-eckersberg/seated-nude-model.jpg!PinterestSmall.jpg,Neoclassicism,Portrait,Seated Person,Blue,Neutral,Centralized Composition,https://www.wikiart.org/en/christoffer-wilhelm-eckersberg/seated-nude-model
0950,Oswald Achenbach,German,Düsseldorf school of painting,1786/4/16,1862/8/28,76,,Aries,Germany,,Europe,Germany,Munich,Painting,Landscape,,,0,0,https://uploads5.wikiart.org/00314/images/albrecht-adam/albrecht-adam-schlacht-bei-novara.jpg!PinterestSmall.jpg,Romanticism,Genre Painting,Horse Riders,Earth Tones,Neutral,"Balanced, With A Central Focus",https://www.wikiart.org/en/albrecht-adam/the-battle-of-novara-1858
0951,Oswald Achenbach,German,Düsseldorf school of painting,1827/2/2,1905/2/1,77,19th-20th,Aquarius,Germany,,Europe,Germany,,Painting,Landscape,,,0,0,https://uploads2.wikiart.org/00314/images/oswald-achenbach/achenbach-italian-landscape.jpg!PinterestSmall.jpg,Romanticism,Landscape,"Trees, Hills, Buildings",Earth Tones,Warm,Balanced,https://www.wikiart.org/en/oswald-achenbach/italian-landscape-1894
0952,Louis Valtat,French,Fauvism,1869/8/8,1905/5/5,35,19th-20th,Leo,France,"Dieppe, Seine-Maritime",Europe,France,Paris,Painting||Printmaking,Landscape||Street Scene,,,0,0,https://uploads6.wikiart.org/images/louis-valtat/landscape-of-the-south-of-france.jpg!PinterestSmall.jpg,Fauvism,Landscape,"Trees, Ruins",Earth Tones,Neutral,Balanced,https://www.wikiart.org/en/louis-valtat/landscape-of-the-south-of-france
0953,Anne Vallayer-Coster,French,,1744/12/21,1818/2/28,73,,Sagittarius,France,Bièvre,Europe,France,,Painting,Still Life||Portrait||Genre,,,0,0,https://uploads0.wikiart.org/images/anne-vallayer-coster/attributes-of-painting-sculpture-and-architecture-1769.jpg!PinterestSmall.jpg,Rococo,Still Life,"Sculptures, Painting Tools, Books",Earth Tones,Neutral,Balanced Arrangement,https://www.wikiart.org/en/anne-vallayer-coster/attributes-of-painting-sculpture-and-architecture-1769
0954,Arthur Eric Rowton Gill,British,Arts and Crafts,1882/2/22,1940/11/17,58,19th-20th,Pisces,United Kingdom,Brighton,Europe,United Kingdom,Middlesex,Sculpture||Typeface Design||Printmaking,,,,0,0,https://uploads1.wikiart.org/00127/images/eric-gill/the-soul-and-the-bridegroom-1927.jpg!PinterestSmall.jpg,Art Deco,Portrait,Two Embracing Figures,Monochrome,Neutral,Centralized And Symmetrical,https://www.wikiart.org/en/eric-gill/the-soul-and-the-bridegroom-1927
0955,Victor Marie Hugo,French,Romantic,1802/2/26,1885/5/22,83,19th,Pisces,France,"Besancon, Franche-Comte",Europe,France,Paris,Poetry||Novel||Drama,,,,0,0,https://uploads8.wikiart.org/images/victor-hugo/ermitage-rock-in-an-imaginary-landscape-1855.jpg!PinterestSmall.jpg,Symbolism,Landscape,"Ships, Sea","Dark Blue, Black",Dark,Asymmetrical,https://www.wikiart.org/en/victor-hugo/ermitage-rock-in-an-imaginary-landscape-1855
0956,Abanindranath Tagore,Indian,Bengal School of Art,1871/8/7,1951/12/5,80,19th-20th,Leo,India,Calcutta,Asia,India,Calcutta,Painting||Writing,Children's Literature,,,0,0,https://uploads3.wikiart.org/images/abanindranath-tagore/the-passing-of-shah-jahan-1902.jpg!PinterestSmall.jpg,,Genre Painting,"Two Figures, Ornate Architecture",Earth Tones,Warm,"Balanced, Centered",https://www.wikiart.org/en/abanindranath-tagore/the-passing-of-shah-jahan-1902
0957,Fernand Edmond Jean Marie Khnopff,Belgian,Symbolism,1858/9/12,1921/11/12,63,19th-20th,Virgo,Belgium,Grembergen,Europe,Belgium,Brussels,Painting,,,,0,0,https://uploads3.wikiart.org/images/fernand-khnopff/after-jos-phin-p-ladan-the-supreme-vice-1885.jpg!PinterestSmall.jpg,Symbolism,Figurative,"Human Figure, Sphinx",Earth Tones,Dark,Vertical Emphasis,https://www.wikiart.org/en/fernand-khnopff/after-jos-phin-p-ladan-the-supreme-vice-1885
0958,Jessie Willcox Smith,American,,1863/9/6,1935/5/3,71,19th-20th,Virgo,United States,Philadelphia,North America,United States,Philadelphia,Illustration,Children's books,,,0,0,https://uploads7.wikiart.org/00232/images/jessie-willcox-smith/the-princess-and-the-goblin-1920-14730321006.jpg!PinterestSmall.jpg,Romanticism,Fantasy,Gnomes,Earth Tones,Neutral,Centralized,https://www.wikiart.org/en/jessie-willcox-smith/the-princess-and-the-goblin-1920-0
0959,Max Weber,"American, Jewish",Cubism,1881/4/18,1961/10/4,80,19th-20th,Aries,Poland,Bia?ystok,Europe,United States,New York,Painting,,,,0,0,https://uploads0.wikiart.org/images/max-weber/landscape-with-church-spires-and-trees.jpg!PinterestSmall.jpg,Expressionism,Landscape,"Buildings, Trees",Blue,Dark,"Vertical Orientation, Dynamic Shapes",https://www.wikiart.org/en/max-weber/landscape-with-church-spires-and-trees
0960,Owen Jones,British,,1809/2/15,1874/4/19,65,19th,Aquarius,United Kingdom,London,Europe,United Kingdom,London,Architecture||Design||Theory,,,,0,0,https://uploads3.wikiart.org/images/owen-jones/egyptian-no-2.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Still Life,"Fans, Flowers, Vases","Earth Tones, Gold, Green",Neutral,Symmetrical,https://www.wikiart.org/en/owen-jones/egyptian-no-2
0961,Pierre Dubreuil,French,Modernism||Pictorialism,1905/2/14,1905/4/27,0,20th,Aquarius,France,Lilie,Europe,France,Grenoble,Photography,,,,0,0,https://uploads6.wikiart.org/images/pierre-dubreuil/frozen-fountain-1935.jpg!PinterestSmall.jpg,,Sculpture,Ice-Covered Statue,Monochrome (Black And White),Neutral,Centralized Composition,https://www.wikiart.org/en/pierre-dubreuil/frozen-fountain-1935
0962,Suzanne Valadon,French,,1865/9/23,1938/4/7,72,19th-20th,Libra,France,Bessines-sur-Gartempe,Europe,France,Paris,Painting,Portrait||Landscape||Still life,,,0,0,https://uploads8.wikiart.org/images/suzanne-valadon/the-cast-off-doll-1921.jpg!PinterestSmall.jpg,Post-Impressionism,Portrait,"Two Women, Couch, Dolls",Earth Tones,Neutral,"Central Focus On Subjects, Use Of Negative Space",https://www.wikiart.org/en/suzanne-valadon/the-cast-off-doll-1921
0963,Ivan Konstantinovich Aivazovsky,"Russian, Armenian",Romanticism,1817/7/29,1900/5/5,82,19th-20th,Leo,Russian Federation,,Europe,Russian Federation,,Painting,Marine art||Seascape||Battle scenes||Portraiture,,,0,0,https://uploads5.wikiart.org/images/ivan-aivazovsky/view-of-tiflis-1868.jpg!PinterestSmall.jpg,Romanticism,,,,,,https://www.wikiart.org/en/ivan-aivazovsky/view-of-tiflis-1868
0964,Osman Hamdi Bey,Turkish,Orientalism,1905/1/15,1910/2/24,5,20th,,Turkey,Istanbul,,Turkey,Istanbul,Painting||Sculpture||Archaeology,,,,0,0,https://uploads6.wikiart.org/images/osman-hamdi/mihrap.jpg!PinterestSmall.jpg,Romanticism,Portrait,"Seated Figure, Books",Yellow,Bright,Centralized Figure,https://www.wikiart.org/en/osman-hamdi/mihrap
0965,Medardo Rosso,Italian,Post-Impressionism,1858/6/21,1928/3/31,69,19th-20th,Cancer,Italy,Turin,Europe,Italy,Milan,Sculpture||Photography,Realist,,,0,0,https://uploads2.wikiart.org/images/medardo-rosso/the-concierge-1883.jpg!PinterestSmall.jpg,Post-Impressionism,Sculpture,Human Figure,Beige,Neutral,Organic Form,https://www.wikiart.org/en/medardo-rosso/the-concierge-1883
0966,Charles Rennie Mackintosh,British,Art Nouveau||Secessionism||Glasgow Style,1868/6/7,1928/12/10,60,19th-20th,Gemini,United Kingdom,Glasgow,Europe,United Kingdom,London,Architecture||Design||Watercolour,,,,0,0,https://uploads1.wikiart.org/images/charles-rennie-mackintosh/the-little-bay-port-vendres-1927.jpg!PinterestSmall.jpg,Art Nouveau (Modern),Landscape,"Boats, Harbor, Buildings",Earth Tones,Bright,Geometric,https://www.wikiart.org/en/charles-rennie-mackintosh/the-little-bay-port-vendres-1927
0967,Georges Braque,French,Fauvism||Cubism,1882/5/13,1963/8/31,81,19th-20th,Taurus,,,Europe,,,Painting||Collage||Draughtsmanship||Printmaking||Sculpture,Fauvism||Cubism,,,0,0,https://uploads7.wikiart.org/images/georges-braque/houses-at-estaque-1908.jpg!PinterestSmall.jpg,Analytical Cubism,Landscape,"Trees, Rocks","Earth Tones (Browns, Greens)",Neutral,"Geometric, Fragmented",https://www.wikiart.org/en/georges-braque/houses-at-estaque-1908
0968,"Elizabeth Southerden Thompson, Lady Butler",British,,1846/11/3,1933/10/2,86,19th-20th,Scorpio,Switzerland,Lausanne,Europe,Ireland,"Gormanston Castle, County Meath",Painting,History||Military,,,0,0,https://uploads2.wikiart.org/images/elizabeth-thompson/the-defense-of-rorke-s-drift-january-22-1879-1880.jpg!PinterestSmall.jpg,Romanticism,Historical,"Soldiers, Weapons, Smoke",Red,Dark,"Dynamic, Chaotic",https://www.wikiart.org/en/elizabeth-thompson/the-defense-of-rorke-s-drift-january-22-1879-1880
0969,Max Ernst,German,Dada||Surrealism,1891/4/2,1976/4/1,84,19th-20th,Aries,Germany,Bruhl,Europe,France,Paris,Painting||Sculpture||Graphic art||Poetry,,,,0,0,https://uploads0.wikiart.org/images/max-ernst/forest-and-dove-1927.jpg!PinterestSmall.jpg,Surrealism,Landscape,"Trees, Forest","Dark Brown, Blue",Dark,"Vertical, Centralized",https://www.wikiart.org/en/max-ernst/forest-and-dove-1927
0970,Mildred Anne Butler,Irish,Newlyn School,1858/1/11,1941/10/11,83,19th-20th,,Ireland,Thomastown,Europe,Ireland,Thomastown,Painting,Landscape||Genre||Animal Subjects,,,0,0,https://uploads2.wikiart.org/00128/images/mildred-anne-butler/the-lilac-phlox-kilmurry-co-kilkenny-1912.jpg!PinterestSmall.jpg,Impressionism,Landscape,"Trees, Flowers, Path",Green,Neutral,Balanced,https://www.wikiart.org/en/mildred-anne-butler/the-lilac-phlox-kilmurry-co-kilkenny-1912
0971,Charles Henry Buckius Demuth,American,Precisionism,1883/11/8,1935/10/23,51,19th-20th,Scorpio,,,,,,Watercolor||Oil painting,Botanical||Cubist abstraction,,,0,0,https://uploads8.wikiart.org/images/charles-demuth/machinery-1920.jpg!PinterestSmall.jpg,Precisionism,Still Life,"Buildings, Industrial Structures",Red,Neutral,Geometric,https://www.wikiart.org/en/charles-demuth/machinery-1920
0972,Raja Ravi Varma,Indian,,1848/4/29,1906/10/2,58,19th-20th,Taurus,India,"Kilimanoor, Trivandrum, Travancore",Asia,India,"Kilimanoor, Trivandrum, Travancore",Painting||Art,,,,0,0,https://uploads6.wikiart.org/images/raja-ravi-varma/painting-of-the-goddess-saraswati-1896.jpg!PinterestSmall.jpg,Academicism,Portrait,"Musical Instrument (Veena), Peacock","Earth Tones, With Reds And Whites",Bright,Centralized Figure With Background Elements,https://www.wikiart.org/en/raja-ravi-varma/painting-of-the-goddess-saraswati-1896
0973,Mario Sironi,Italian,Modernism||Divisionism||Futurism||Novecento Italiano,1885/5/12,1961/8/13,76,19th-20th,Taurus,Italy,"Sassari, Sardinia",Europe,Italy,Milan,Painting||Sculpture||Illustration||Design,Portrait,,,0,0,https://uploads3.wikiart.org/images/mario-sironi/urban-landscape-1922.jpg!PinterestSmall.jpg,Metaphysical art,,,,,,https://www.wikiart.org/en/mario-sironi/urban-landscape-1922
0974,William Morris,British,Arts and Crafts Movement,1834/3/24,1896/10/3,62,19th,Aries,United Kingdom,Walthamstow,Europe,United Kingdom,London,Textile design||Poetry||Novels||Translation||Social activism,Fantasy,,,0,0,https://uploads7.wikiart.org/images/william-morris/snakeshead-printed-textile-1876.jpg!PinterestSmall.jpg,Romanticism,Pattern,Floral Motifs,Green,Neutral,Symmetrical,https://www.wikiart.org/en/william-morris/snakeshead-printed-textile-1876
0975,Natalia Sergeevna Goncharova,Russian,Avant-garde||Futurism||Primitivism||Rayonism,1881/6/16,1962/10/17,81,19th-20th,Gemini,Russian Federation,Tula,Europe,France,Paris,Painting||Sculpture||Costume Design||Set Design||Writing||Illustration,Futurism||Primitivism||Avante-garde,,,0,0,https://uploads8.wikiart.org/images/natalia-goncharova/haycutting.jpg!PinterestSmall.jpg,Expressionism,Genre Painting,"People, Farm Tools, Horse",Earth Tones,Bright,Dynamic,https://www.wikiart.org/en/natalia-goncharova/haycutting
0976,Charles Méryon,French,,1821/11/23,1868/2/13,46,19th,Sagittarius,France,Paris,Europe,France,Charenton,Etching,Landscape,,,0,0,https://uploads4.wikiart.org/00137/images/charles-meryon/charles-meryon-le-pont-au-change-die-wechslerbr-cke-1854.jpg!PinterestSmall.jpg,Realism,Landscape,"Bridge, Buildings, Hot Air Balloons, River",Neutral Grayscale,Neutral,Horizontal Emphasis,https://www.wikiart.org/en/charles-meryon/le-pont-au-change-1854
0977,Sir John Everett Millais,British,Pre-Raphaelite Brotherhood,1829/6/8,1896/8/13,67,19th,Gemini,United Kingdom,Southampton,Europe,United Kingdom,London,Painting||Illustration,,,"Royal Academy of Arts (RA), London, UK",0,0,https://uploads5.wikiart.org/00129/images/john-everett-millais/ophelia.jpg!PinterestSmall.jpg,Romanticism,Portrait,"Woman In Water, Flowers",Green,Dark,Balanced,https://www.wikiart.org/en/john-everett-millais/ophelia
0978,Benjamin Lauder Nicholson,British,Abstract||Cubism||Synthetic Cubism||Neoplasticism||Constructivism,1894/4/10,1982/2/6,87,19th-20th,Aries,United Kingdom,Buckinghamshire,Europe,United Kingdom,London,Painting,Abstract||Landscape||Still-life,,,0,0,https://uploads6.wikiart.org/images/ben-nicholson/1934-6-painting-still-life-1936.jpg!PinterestSmall.jpg,Cubism,Abstract,Geometric Forms,Dark Tones With Accents Of Red And Green,Dark,"Asymmetrical, Geometric Arrangement",https://www.wikiart.org/en/ben-nicholson/1934-6-painting-still-life-1936
0979,Winslow Homer,American,Realism,1836/2/24,1910/9/29,74,19th-20th,Pisces,United States,Boston,North America,United States,Prouts Neck,Painting||Printmaking,Landscape||Marine,,"National Academy Museum and School (National Academy of Design), New York City, NY, US, Art Students League of New York, New York City, NY, US",0,0,https://uploads5.wikiart.org/images/winslow-homer/the-carnival.jpg!PinterestSmall.jpg,Realism,Genre Painting,People,Earth Tones,Neutral,Group Arrangement,https://www.wikiart.org/en/winslow-homer/the-carnival
0980,Oscar-Claude Monet,French,Impressionism,1840/11/14,1926/12/5,86,19th-20th,Scorpio,France,Paris,Europe,France,Giverny,Painting,Landscape,,,0,0,https://uploads2.wikiart.org/00475/images/claude-monet/rf-2773.jpg!PinterestSmall.jpg,Impressionism,Genre Painting,Women In A Garden,Green,Bright,Balanced Grouping,https://www.wikiart.org/en/claude-monet/women-in-the-garden
